aabq	傲岸不羣
miaf	明察暗訪\t明查暗訪
mibi	妙處不傳
mibj	馬塵不及
mibw	沒齒不忘
micw	謀朝篡位
miiv	磨杵成針
mcff	面從腹誹
mifu	買臣覆水
mify	滿城風雨
mcgu	莫測高深
mchd	慢藏誨盜\t謾藏誨盜\t漫藏誨盜
mchm	謀財害命
mihu	名垂後世
mchu	謾辭譁說
mijj	明窗淨几
mijv	明恥教戰
miku	邈處欿視
mimd	猛衝猛打
mimj	馬遲枚疾\t謀臣猛將
miml	沒查沒利
mcni	蔓草難除
minw	沒齒難忘
miqg	名垂千古
miqh	明察秋毫
miqu	名垂青史
mcqy	買菜求益\t命詞遣意\t命辭遣意
miru	面沉如水
miry	謀臣如雨
miuc	名垂史冊
mish	民淳俗厚
mist	曼徹斯特
mcuw	名存實亡
mctj	茅茨土階
mitx	磨穿鐵鞋
mity	磨穿鐵硯
mitz	馬齒徒增
mitv	馬齒徒長
mcvy	民粹主義
miwg	名垂萬古
miwj	謀臣武將
mcwu	莫此爲甚
miwy	沒齒無怨
mixl	命儔嘯侶
mcxu	謬採虛聲
mcxy	謬採虛譽
mixv	蠻觸相爭
miyj	名臣勇將
mczb	芒刺在背
mivb	名垂竹帛
mcvr	名從主人
mcvu	滅此朝食
mczx	母慈子孝
mizv	磨杵作針
mdbd	末大不掉
mdbw	冒大不韙
mdbv	末大必折
mdig	馬到成功
mdcq	磨刀擦槍
mdix	昧旦晨興
mddz	酩酊大醉
mdfd	命大福大
mdfv	摩頂放踵
mdgi	馬到功成
mdhb	門單戶薄
mdhd	門當戶對
mdhh	磨刀霍霍
mdhj	門殫戶盡
mdhl	夢斷魂勞
mdhu	沒當回事\t門到戶說
mdhv	買櫝還珠
mdkd	目瞪口呆
mdkl	磨砥刻厲
mdlz	酩酊爛醉
mdmi	猛打猛衝
mdmd	買犢賣刀\t賣刀買犢\t賣犢買刀\t沒顛沒倒
mdmq	明刀明槍
mdms	滿打滿算
mdmt	漫地漫天\t昧地瞞天\t昧地謾天
mdmx	沒大沒小\t買東買西
mdns	木雕泥塑
mdsh	牡丹雖好
mdvn	耄耋之年
mdvy	滿地找牙
mdvz	滅頂之災\t摩頂至足
mdwv	懵懂無知
mdwx	面帶微笑\t明德惟馨
mdxu	面對現實
mdys	忙得要死
mdzu	謀道作舍
mdvw	名德重望
mdvx	磨盾之暇
mdvv	摩頂至踵
mebf	迷而不返\t迷而不反
mebl	磨而不磷\t祕而不露
mebx	祕而不宣\t苗而不秀\t沒而不朽
meby	祕而不言\t滿而不溢
meif	馬耳春風
medf	馬爾代夫\t馬耳東風
medl	摩爾定律
medw	摩爾多瓦
mehd	謀而後動
mehx	敏而好學
mesy	買二送一
meuv	默而識之
metf	賣兒貼婦
mevf	迷而知返\t迷而知反
meyn	賣兒鬻女
mfbm	明發不寐
mfbu	毛髮不爽
mfbw	每飯不忘
mfby	盲風暴雨
mfif	明罰敕法
mfip	賣富差貧
mfdg	麥飯豆羹
mfdu	毛髮倒豎
mfdy	盲風妒雨
mfgq	民富國強
mfgy	盲風怪雨\t盲風怪雲
mfhq	命赴黃泉
mfhy	滿腹狐疑\t盲風晦雨
mfjl	滿腹經綸
mfkd	謀夫孔多
mflg	銘膚鏤骨
mfls	滿腹牢騷
mfmt	沒法沒天
mfnh	沒法奈何
mfnu	馬放南山
mfqq	彌縫其闕
mfqu	名副其實\t名符其實
mfry	馬翻人仰
mfue	賣法市恩
mfsl	麻煩死了
mful	明法審令
mfsr	毛髮悚然\t毛髮聳然
mfss	毛髮絲粟
mfsw	眉飛色舞
mfsy	盲風澀雨
mfuv	抹粉施脂
mftb	馬腹逃鞭
mfth	命犯桃花
mfwc	免費午餐
mfwi	莫非王臣
mfwt	莫非王土
mfwv	滿腹文章
mfxb	面縛銜璧
mfyi	面縛輿櫬
mfyd	麋沸蟻動
mfyt	滿腹疑團
mfyx	眉飛眼笑
mfvg	毛髮之功
mfvj	滿腹珠璣
mgbw	銘感不忘
mgij	邁古超今
mgiy	目光長遠
mgiv	暮鼓晨鐘
mgdj	沒過多久
mgdq	目光短淺
mgfj	賣官販爵
mggu	馬革裹屍
mgjd	每個階段
mgjj	目光炯炯
mgjm	木公金母
mgjq	民貴君輕\t名公巨卿\t名公鉅卿
mgjr	名公巨人\t名公鉅人
mgmj	賣官賣爵
mgmk	滿谷滿坑
mgml	蒙哥馬利
mgms	馬工枚速
mgmv	民膏民脂
mgnf	名高難副
mgnq	賣乖弄俏\t木幹鳥棲
mgql	賣國求利
mgqr	賣國求榮
mgqu	名過其實
mgqy	滅虢取虞
mgrc	命該如此
mgrd	目光如豆
mgrj	目光如炬
mgru	目光如鼠
mguc	魔鬼身材
mguh	莫敢誰何
mgul	明光爍亮
mgsr	毛骨悚然\t毛骨聳然\t毛骨竦然
mguu	目光閃爍\t馬革盛屍
mgtx	名高天下
mgvf	美國政府
mgvv	目光灼灼
mgvx	沒個正型
mgwn	銘感五內
mgxh	慢工細活
mgxu	麻姑獻壽
mgxy	賣狗懸羊
mgyc	莫過於此
mgyi	魔高一尺
mgyd	眉高眼低
mgyj	賣官鬻爵\t偭規越矩\t買官鬻爵
mgys	賣公營私
mgyv	魔高一丈
mgyy	賣官鬻獄
mgvd	明公正道
mgvh	木梗之患
mgzl	明光鋥亮
mgvl	明光錚亮
mgvq	明公正氣
mgvy	暮虢朝虞\t明公正義
mhbj	迷惑不解
mhii	猛虎插翅
mhiu	悶海愁山\t猛虎出山
mhiv	明火持杖
mhdd	夢魂顛倒
mhdp	迷魂奪魄
mhei	面紅耳赤
mheg	沐猴而冠
mher	面紅耳熱
mhgg	矇混過關
mhji	面紅頸赤
mhjk	磨昬抉聵
mhjl	眠花藉柳
mhju	面黃肌瘦
mhmi	面紅面赤
mhml	面紅面綠
mhnf	民和年豐
mhnr	民和年稔
mhpy	夢幻泡影
mhql	貌合情離
mhqy	默化潛移\t默換潛移
mhul	貌合神離
mhsl	眠花宿柳
mhuu	猛虎深山
mhut	迷惑視聽\t木壞山頹
mhsv	芒寒色正
mhty	猛虎添翼
mhwl	蠻橫無理\t眠花臥柳
mhxl	貌合心離\t貌合行離\t貌合形離
mhyp	迷魂淫魄
mhyx	眉花眼笑\t眉歡眼笑
mhvc	迷花沾草
mhvj	門戶之見
mhzl	眠花醉柳
mhvp	明婚正配
mhvq	明婚正娶
mhvs	免懷之歲
mhvx	明火執械
mhvv	明火執杖\t門戶之爭\t明火執仗
mjbb	明教不變
mjbc	靡堅不摧
mjbw	銘記不忘
mjcv	摩肩擦踵
mjdc	沒精打采\t沒精打彩
mjdu	摩加迪沙
mjew	目擊耳聞
mjfg	買爵販官
mjgr	沒幾個人
mjgx	明鏡高懸
mjhx	門階戶席
mjjg	摩肩擊轂\t摩肩接轂
mjjk	民間疾苦
mjjv	摩肩接踵
mjli	美景良辰
mjlf	門捷列夫
mjlg	銘肌鏤骨
mjlk	名鞿利鞚
mjls	名繮利鎖
mjlx	毛舉縷析
mjmc	沒精沒彩
mjmd	賣劍買犢
mjmg	買賤賣貴
mjmn	賣劍買牛
mjmq	賣劍買琴
mjmx	昧己瞞心
mjnh	沒計奈何
mjqa	買靜求安
mjrx	滅絕人性
mjub	鳴金收兵
mjug	命蹇時乖
mjsl	磨嘰死了
mjur	妙絕時人
mjsy	門禁森嚴
mjuy	沒金鎩羽
mjtc	沒精塌彩
mjvr	目擊證人
mjwb	馬角烏白
mjwg	墨跡未乾
mjwl	明見萬里
mjwt	馬角烏頭
mjxg	毛舉細故
mjxw	毛舉細務\t摸金校尉
mjxx	末節細行
mjxz	覓跡尋蹤
mjyd	木雞養到
mjyf	毛將焉附
mjyg	賣爵鬻官
mjyy	沒金飲羽
mjvg	夢見周公
mjvh	眉睫之禍
mjvn	眉睫之內
mjvs	馬跡蛛絲
mjzx	銘記在心
mjzv	迷金醉紙
mkbl	馬可波羅
mkil	沒看出來
mked	梅開二度
mkgp	民困國貧
mkgu	摩口膏舌
mkhz	貓哭耗子
mkjb	馬空冀北
mkjj	莫可究詰
mklq	門可羅雀\t門堪羅雀
mklu	貓哭老鼠
mkmg	滿坑滿谷
mkmk	買空賣空\t賣空買空
mkmv	莫可名狀
mknh	沒可奈何\t莫可奈何
mkwf	民康物阜
mkyq	目空一切
mkyx	每況愈下\t眉開眼笑
mkzk	免開尊口
mkvl	門可張羅
mlai	明廉暗察
mlal	明裏暗裏
mlaw	明來暗往
mlbc	綿裏薄材\t綿力薄材
mlbl	蔑倫悖理
mlbu	名列榜首
mlbz	媽拉巴子
mlif	滿臉春風\t迷離徜仿
mlih	迷離惝恍\t迷離徜恍
mlcl	磨礲淬勵
mlis	滿臉春色
mliu	馬龍車水
mlcv	綿裏藏針
mldj	沒來得及
mldl	磨礱底厲\t磨礱砥礪\t磨礲砥礪
mldr	美麗動人
mlfx	賣履分香
mlgb	木落歸本
mlhi	茉莉花茶
mlhd	鳴鑼喝道
mlhg	迷戀骸骨
mlhh	迷離恍惚
mljg	密鑼緊鼓\t磨礱浸灌\t磨礲浸灌
mljq	磨礱鐫切
mljv	明令禁止
mljz	名流鉅子
mlkd	鳴鑼開道
mlld	模棱兩端
mllk	模棱兩可
mlmh	美輪美奐
mlmj	買犁賣劍
mlmp	沒臉沒皮
mlmu	沒老沒少
mlmw	忙裏忙外\t沒裏沒外
mlmy	眯了眯眼
mlmz	抿了抿嘴
mlnk	夢裏南軻
mlns	面露難色
mlpu	迷離撲朔
mlpv	埋輪破柱
mlqm	名列前茅
mlqs	毛里求斯
mlqu	名留青史
mlqt	末路窮途
mlsg	茅廬三顧
mluh	貌離神合
mlun	妙齡少女
mlsu	魅力四射\t名落孫山
mluu	名利雙收
mluz	蠻來生作
mlsv	閔亂思治
mlth	滿臉通紅
mltx	忙裏偷閒
mlty	蜜裏調油
mlvd	命裏註定
mlvj	彌留之際
mlvv	米粒之珠
mlvw	滿臉皺紋\t門閭之望
mlvy	馬列主義
mlvz	滿臉褶子
mlwj	磨棱刓角
mlxf	描龍繡鳳\t陌路相逢
mlxg	目露兇光
mlxr	滿臉笑容
mlxy	馬來西亞
mlxv	茂林修竹
mlyh	睦鄰友好
mlyq	眉來眼去
mlyx	馬鹿異形\t磨礪以須\t摩厲以須\t馬鹿易形\t摩厲以需\t摩礪以須\t磨厲以須
mlzh	賣李鑽核
mlvn	末路之難
mmbb	明明白白
mmbd	綿綿不斷
mmbj	綿綿不絕
mmbl	悶悶不樂
mmbr	麻木不仁
mmbv	摸門不着
mmcc	磨磨蹭蹭\t密密層層
mmif	滿面春風
mmcl	滿目蒼涼
mmil	漫漫長路
mmiq	眉目傳情
mmiy	滿目瘡痍
mmiv	美夢成真
mmdc	明目達聰
mmdi	沒毛大蟲
mmdd	懵懵懂懂\t迷迷蕩蕩
mmdh	茫茫大海
mmdt	冒名頂替
mmel	慕名而來
mmet	面命耳提
mmfd	名目繁多
mmff	面謾腹誹
mmfx	默默奉獻
mmgd	綿綿瓜瓞
mmgx	名門閨秀
mmgy	默默耕耘
mmhi	明眸皓齒
mmhg	滿面紅光
mmhh	馬馬虎虎\t明明赫赫
mmhq	脈脈含情
mmjd	面面俱到\t面面皆到
mmjh	滅門絕戶
mmjj	磨磨嘰嘰\t蒙袂輯屨\t冒名接腳
mmjl	美妙絕倫
mmjy	面面俱圓
mmjv	滿目荊榛
mmkh	芒芒苦海\t茫茫苦海
mmkz	面目可憎
mmlb	秣馬厲兵
mmlg	盲目樂觀
mmll	罵罵咧咧\t忙忙碌碌
mmmm	密密麻麻\t渺渺茫茫
mmmy	沒眉沒眼
mmnt	馬面牛頭
mmqi	明末清初
mmqf	面目全非
mmql	滿目淒涼
mmqm	莫名其妙\t莫明其妙
mmrh	貌美如花\t眉目如畫
mmrm	蔓蔓日茂
mmul	明眸善睞
mmsq	孟母三遷\t面面廝覷
mmuy	名貿實易
mmuz	名門世族
mmtt	慢慢吞吞
mmtx	名滿天下
mmvd	明目張膽
mmvn	面目猙獰
mmvq	明媒正娶
mmvv	冥冥之中
mmvy	靡靡之音\t靡靡之樂
mmwu	默默無聲
mmws	目迷五色
mmwv	矇昧無知\t馬毛蝟磔\t馬毛蝟磔
mmww	默默無聞\t沒沒無聞\t謀謨帷幄
mmwy	默默無言
mmwz	名門望族
mmxd	面面相睹
mmxk	面面相看\t面面相窺
mmxq	面面相覷
mmxr	滿面笑容
mmxt	脈脈相通
mmxy	濛濛細雨
mmyd	面面圓到
mmyg	墓木已拱
mmyq	夢寐以求
mmyx	面目一新
mmyy	慢慢悠悠
mmvb	買馬招兵
mmvj	買馬招軍
mmvl	明媒正禮
mmvu	靡靡之聲
mmvx	冥漠之鄉
mmzz	毛毛躁躁
mnbb	面南背北
mngy	木訥寡言
mnhu	沒那回事
mnjj	馬牛襟裾
mnlm	木牛流馬
mnlu	蒙娜麗莎
mnmj	買牛賣劍
mnmy	某年某月
mnqf	馬牛其風
mnry	美女如雲
mnsd	明尼蘇達
mnvj	莫逆之交
mnxg	買牛息戈
mnyn	賣男鬻女
mnyx	莫逆於心
mnzh	美女簪花
mnvr	母難之日
mpbi	馬屁不穿
mpbj	謀篇佈局
mpdf	麻婆豆腐
mpdx	名牌大學
mpgd	摸爬滾打
mpju	滿盤皆輸
mpky	面朋口友
mply	磨盤兩圓
mpml	沒皮沒臉
mpyd	蟒袍玉帶
mpzg	母憑子貴
mpzp	磨破嘴皮
mqaj	明槍暗箭
mqat	明搶暗偷
mqbl	牟取暴利
mqii	暮氣沉沉
mqcj	民窮財盡\t磨鉛策蹇
mqck	民窮財匱
mqcv	摩拳擦掌\t磨拳擦掌
mqel	面牆而立
mqev	鳴琴而治
mqgd	明確規定
mqgv	密切關注
mqhd	明槍好躲
mqhu	妙趣橫生
mqhz	梅妻鶴子
mqjg	名卿鉅公
mqkl	目前看來
mqlk	目前來看
mqlx	密切聯繫
mqmg	馬去馬歸
mqmh	忙前忙後
mqmv	沒輕沒重
mqmx	眉清目秀
mqmy	美其名曰
mqpu	馬前潑水
mqri	滿腔熱忱
mqrq	滿腔熱情
mqrx	滿腔熱血
mqrv	滿腔熱枕
mquh	默契神會
mquj	鳴槍示警
mqsl	謀取私利
mqsu	糜軀碎首
mqsx	麻雀雖小
mqtl	門牆桃李
mqwv	目前爲止
mqww	明確無誤
mqxg	密切相關
mqxj	賣俏行奸
mqxz	馬前小卒
mqyd	明槍易躲
mqyj	賣俏迎奸
mqyz	賣妻鬻子
mqvx	美芹之獻
mqvv	麥丘之祝
mrbj	茫然不解
mrbv	盲人把燭
mrby	默然不語
mrif	靡然成風
mrcf	靡然從風
mrim	美人遲暮
mrer	目濡耳染
mrff	面如傅粉
mrgh	明若觀火
mrgy	美如冠玉\t面如冠玉
mrhh	明日黃花\t邈若河漢
mrhu	驀然回首\t馬入華山\t邈若河山
mrht	面如灰土
mrku	邈如曠世
mrlc	沒人理睬
mrlu	馬如流水
mrly	彌日累夜
mrmf	美容美髮
mrmx	盲人摸象
mrmy	沒日沒夜\t面如滿月
mrmv	盲人捫燭
mrnv	面如凝脂
mrpa	貌若潘安
mrpz	美人胚子
mrru	茫然若失
mrry	美人如玉
mruf	靡然順風
mrsg	茫然四顧
mrsh	面如死灰\t面若死灰
mruh	邈若山河
mrux	盲人說象\t木人石心
mrth	面如桃花
mrts	面如土色
mrtx	貌若天仙
mrvr	泯然衆人
mrvv	漠然置之\t明如指掌
mrwc	茫然無措
mrxc	美人香草
mrxf	靡然鄉風\t靡然向風
mrxm	盲人瞎馬
mrxs	命若懸絲
mryl	馬如游龍
mrym	迷人眼目
mryq	謀如湧泉
mryy	美容養顏\t馬如游魚
mrvh	末如之何
mrzu	茫然自失
muaj	明升暗降
mubf	明賞不費\t面是背非
msbk	莫桑比克
mubs	憫時病俗
mubw	沒世不忘
mubx	悶聲不響
muby	漫山遍野\t滿山遍野\t沒世不渝
msii	侔色揣稱
muif	墨守成法
muig	墨守成規
muil	馬水車龍
mscm	暮色蒼茫
mudb	民生凋敝
mudi	名山大川
mudh	滿身大汗
msdj	毛遂墮井
msdk	茅塞頓開
mudq	妙手丹青
mudz	名聲大噪
mudv	名聲大振
msdv	靡所底止
mueu	目食耳視
muet	捫蝨而談
muey	捫蝨而言
mufl	名士風流
mufu	模山範水
mufz	馬上房子
mugi	馬上功成
mugj	名勝古蹟\t門生故舊\t民生國計
mugl	門生故吏
msgl	毛森骨立
mugu	名聲過實
mugt	名師高徒
mugx	買上告下
mugy	彌山亙野
muhi	妙手回春
muhg	描神畫鬼
muhj	埋聲晦跡
muhl	馬上回來
muhq	免傷和氣
mshq	命喪黃泉
mujh	沒事就好
muju	名聲籍甚
mujy	面授機宜
mukh	馬上看花
mukk	妙手空空
msks	冥思苦索
mskt	馬斯科特
mskx	冥思苦想\t瞑思苦想
muld	瑪莎拉蒂
msld	夢撒寮丁\t夢撒撩丁
mulg	麻省理工
mulj	捫參歷井
mslq	麥穗兩歧\t麥穗兩岐
mumi	馬瘦毛長
msmg	枚速馬工
mumj	毛手毛腳
mumq	悶聲悶氣
mumu	沒事沒事
mumx	沒上沒下
msmx	眠思夢想
munf	名實難副
mung	瞞神弄鬼
munw	沒世難忘
muod	妙手偶得
muph	茅室蓬戶
msqd	貌似強大
muqf	貌是情非
muqn	沒世窮年
muqt	馬失前蹄\t馬上牆頭
muqx	瞞上欺下
msrt	面色如土
murx	妙手仁心
muui	名山勝川
msuc	靡所適從
msuh	目送手揮
muuh	滿舌生花\t盟山誓海
msuj	妙算神機
muuu	名山勝水
muuy	名山事業
musy	漫山塞野
muuv	馬首是瞻
muti	貓鼠同處
mutj	牧豕聽經
mutk	賣身投靠
mutm	貓鼠同眠
mutr	貓鼠同乳
mutt	民生塗炭
mutv	面折廷諍\t面折庭爭
msvs	馬薩諸塞
muwi	沒世無稱
muwg	面上無光
muww	沒世無聞
muwx	眠霜臥雪
muxi	木石心腸
muxf	名實相副\t貌是心非\t面是心非\t名實相符
msxp	面似靴皮
muyd	馬首欲東
muyg	面上有光
muyl	目使頤令
msys	埋三怨四
muyw	貓噬鸚鵡
msyw	昧死以聞
muyy	沒石飲羽
muzb	門衰祚薄
muvi	貿首之仇\t貿首之讎
muvc	命世之才
mszj	毛遂自薦
muzq	民生在勤
muzr	謀事在人
muvu	眄視指使
muzw	名聲在外
muvx	買上囑下
muvy	媒妁之言
mtaj	明推暗就
mtbd	漫天遍地
mtbf	滿頭白髮
mtbg	謀圖不軌
mtbq	墨突不黔
mtbu	眉頭不伸
mtby	漫天蔽野\t漫天遍野
mtbv	摸頭不着
mtid	罵天扯地
mtcy	沒頭蒼蠅
mtdi	命途多舛
mtdh	滿頭大汗\t彌天大謊\t瞞天大謊\t漫天大謊\t彌天大禍\t迷天大謊
mtdl	摩天大樓
mtdu	摩天大廈
mtdz	彌天大罪\t迷天大罪
mtfw	漫天飛舞
mtfx	滿天繁星
mtfy	馬踏飛燕
mtgd	木頭疙瘩\t漫天蓋地
mtgh	瞞天過海\t漫天過海
mtgu	莫談國事
mtgy	迷途羔羊\t埋頭顧影
mthj	描頭畫角
mthy	門庭赫奕
mtjc	眉頭緊蹙
mtjj	漫天叫價
mtjs	眉頭緊鎖
mtjx	謀聽計行
mtkg	埋頭苦幹
mtkj	漫天開價
mtll	門庭冷落
mtmd	瞞天瞞地\t瞞天昧地\t謾天昧地\t謾天謾地
mtmj	賣頭賣腳
mtml	沒頭沒臉
mtmn	沒頭沒腦\t木頭木腦
mtru	門庭若市\t門庭如市
mtry	迷頭認影
mtug	沒聽說過
mtsj	買鐵思金
mtsl	慢條斯理\t慢騰斯禮\t慢條絲禮\t慢條斯禮\t慢條廝禮\t漫條斯理
mtuy	名同實異
mttj	瞞天討價
mtvf	迷途知返\t迷塗知反\t迷途知反
mtvu	廟堂之上
mtwc	眉頭微蹙
mtwu	滿頭霧水
mtwv	眉頭微皺
mtxd	滿天星斗\t幕天席地
mtxz	毛頭小子
mtxv	目挑心招
mtyd	埋天怨地\t漫天掩地
mtyj	漫天要價\t瞞天要價
mtyv	眉頭一皺
mtyw	眉頭眼尾
mtyx	買田陽羨
mtvd	罵天咒地
mtzd	漫天匝地
mtvx	矇頭轉向
mvad	明爭暗鬥
mvat	明珠暗投
mvbu	明哲保身
mvbz	美中不足
mvdp	民主黨派
mvdx	明正典刑
mvgf	明知故犯
mvgw	明知故問\t馬中關五
mvhu	沒這回事
mviu	蜜汁叉燒
mvlu	貓捉老鼠\t馬捉老鼠\t名正理順
mvlx	昧着良心
mvmg	民脂民膏
mvml	沒着沒落
mvmn	忙這忙那
mvmv	忙着忙着
mvql	謬之千里
mvqr	夢中情人\t賣主求榮
mvru	民主人士
mvtx	名震天下
mvug	名至實歸
mvvd	命中註定
mvvj	明智之舉
mvwg	墨汁未乾
mvwr	目中無人
mvyu	名正言順\t名震一時\t莫衷一是\t忙中有失\t沒衷一是\t名重一時
mvyy	某種意義
mwbg	謀爲不軌
mwbj	漫無邊際\t茫無邊際
mwbl	冥頑不靈
mwbq	面無表情
mwci	茅屋採椽
mwcs	面無慚色
mwdx	茫無端緒
mwdy	買王得羊
mwfj	目無法紀
mwgd	明文規定\t名我固當
mwjl	沒屋架樑
mwjv	明文禁止
mwjy	美味佳餚
mwkk	美味可口
mwmd	漫無目的
mwml	沒完沒了
mwmy	盲翁捫鑰\t盲翁捫籥
mwqg	妙舞清歌
mwqn	勉爲其難\t目無全牛
mwrj	渺無人跡
mwrs	面無人色
mwry	渺無人煙
mwrz	渺無人蹤
mwsv	茫無所知
mwtl	沒問題了
mwtt	末位淘汰
mwtx	茫無頭緒
mwvj	漫無止境
mwwf	目無王法
mwwu	賣文爲生
mwxe	名聞遐邇
mwxs	面無血色
mwyc	謀無遺策
mwyj	茫無涯際
mwyu	莫爲已甚
mwyx	渺無音信\t渺無音訊\t謀無遺諝
mwyy	沒衛飲羽
mwyz	目無餘子\t渺無影蹤
mwzb	門無雜賓
mwzk	門無雜客
mwzv	目無尊長
mwzy	渺無蹤影
mxbj	明刑弼教
mxbl	明刑不戮
mxby	民心不壹
mxif	滿袖春風
mxiv	夢想成真
mxdd	夢想顛倒
mxdx	某些東西
mxdy	明效大驗
mxfb	埋下伏筆
mxfu	末學膚受
mxgi	墨西哥城
mxhj	描寫畫角
mxhx	滿心歡喜
mxjx	明心見性
mxkg	銘心刻骨
mxlg	銘心鏤骨
mxlq	麥秀兩岐\t麥秀兩歧
mxlx	磨形煉性
mxmb	沒想明白
mxmf	沒心沒肺
mxmj	瞞心昧己
mxms	沒羞沒臊\t冥行盲索
mxqi	黽穴鴝巢
mxuf	夢醒時分\t木心石腹
mxuh	母系社會
mxul	麥秀黍離
mxur	貊鄉鼠壤\t貊鄉鼠攘
mxsx	民心所向
mxtk	妙想天開
mxvd	明修棧道
mxwf	民熙物阜
mxwk	捫心無愧
mxwl	面向未來
mxwx	名下無虛
mxxb	密西西比
mxxg	毛細血管
mxxh	買笑尋歡
mxyh	買笑迎歡
mxyk	每下愈況
mxyl	木秀於林
mxyx	命懸一線
mxyy	慢性咽炎
mxzg	門下走狗
mxvh	買笑追歡\t賣笑追歡
mxvl	芒鞋竹笠
mxvu	木朽蛀生
mxzw	捫心自問
mxvx	夢熊之喜
mxvv	冥行擿埴
mybb	米鹽博辯
mybd	綿延不斷
mybf	沒有辦法\t抹月秕風\t面譽背非
mybh	貿易保護\t面諛背毀\t面譽背譭
mybl	貿易壁壘
mybw	沒有把握
mybx	美言不信
myby	沒有必要\t密雲不雨
myii	米已成炊
mycf	民殷財阜
mycl	明揚側陋
myis	滿園春色
mycs	面有菜色\t民有菜色
myiu	暮雲春樹
myit	馬咽車闐
myiv	木已成舟
mydi	命運多舛
mydh	沒有的話
mydy	莫余毒也\t莫予毒也
myfm	某一方面
myft	民怨沸騰
myfv	每一分鐘
mygf	民殷國富
mygr	每一個人
mygz	每一個字
myhe	眯一會兒
myhj	暮夜懷金
myhy	袂雲汗雨
myjf	妙語解煩
myjh	每一句話
myjj	美言幾句
myjq	鳴冤叫屈
myjr	妙語驚人
myju	每一件事
myjy	靡有孑遺\t妙語解頤
myll	毛羽零落
mylv	妙語連珠
myly	沒有理由
mymr	某月某日
mymv	每一秒鐘
mymx	眉語目笑
myni	貿易逆差
mynl	靡顏膩理
myns	面有難色
mypi	賣淫嫖娼
mypf	抹月批風
myqf	明月清風
myql	謬以千里
myqr	賣友求榮
myqy	民營企業
myrf	馬仰人翻
myrh	明月入懷
myrs	媚眼如絲
myru	靦顏人世
myrv	妙語如珠
myui	貿易順差\t靦顏事仇
mysd	名譽掃地
myud	靦顏事敵
mysh	名揚四海
myuh	邈以山河
myuj	沒有時間
myup	鳴野食蘋
myux	磨牙吮血
mysy	買一送一
myuy	慢易生憂
mytq	密約偷期
mytr	靦顏天壤
mytu	靡衣媮食\t靡衣偷食
mytx	名揚天下
mytv	面引廷爭
myvw	名揚中外\t蠻煙瘴霧
mywf	毛羽未豐
mywl	貿易往來
mywu	眠雲臥石
mywt	沒有問題
mywx	美玉無瑕
myxy	綿言細語
myyd	妙言要道
myyh	螞蟻緣槐
myyl	曼衍魚龍
myyn	美意延年
myyu	靡衣玉食
myyy	沒有意義
myyv	蒙以養正
myzi	磨牙鑿齒
myvf	沐雨櫛風\t滅景追風
myzg	母以子貴
myvq	蔓引株求
myvy	蠻煙瘴雨
mzbl	滿足不了
mzii	馬足車塵
mvij	磨磚成鏡
mviz	猛志常在
mzdf	民賊獨夫
mvdj	盲者得鏡
mzdx	命在旦夕
mzdy	民族大義
mzeg	滿載而歸
mvff	銘諸肺腑
mzfu	滿坐風生\t滿座風生
mzfx	民族復興
mzgl	矇在鼓裏
mzhq	滿嘴胡唚
mvky	滿紙空言
mvli	謬種流傳\t繆種流傳
mzlj	卯足了勁
mzlu	馬足龍沙
mvma	冥昭瞢闇
mvmd	磨踵滅頂
mzmw	沒滋沒味
mvnx	牧豬奴戲
mzqs	墨子泣絲
mvqu	目指氣使
mvqy	默轉潛移
mvrq	馬壯人強
mvsc	靡知所措
mzul	迷蹤失路
mvum	夢中說夢
mvsw	莫知所爲
mvtl	面爭庭論
mvtq	明珠彈雀
mvtv	面折廷爭
mzvg	彌足珍貴
mzvy	民族主義
mzxd	埋在心底
mzxf	帽子戲法
mvxg	米珠薪桂
mvyc	忙中有錯
mvyi	莫展一籌
mvyj	莫之與京
mzyu	名噪一時
mzyx	民族英雄
nbig	能不稱官
nbil	拿不出來
nbiu	拿不出手
nbej	諾貝爾獎
nbhi	弄兵潢池
nbhh	牛逼哄哄
nbju	那不就是
nbke	怒不可遏
nbls	那不勒斯
nblu	鳥不拉屎
nbmb	弄不明白
nbmd	內部矛盾
nbnv	女扮男裝
nbqi	弄不清楚
nbtv	齧檗吞針
nbvw	難辨真僞
nbyd	那不一定
nbvh	齧臂之好
nbzu	拿班作勢\t拿班做勢
nbzw	逆阪走丸\t逆坂走丸
nidh	泥船渡河
ncgu	懦詞怪說
ncjx	拿粗夾細
ninh	能喫能喝
ncnm	男才女貌
ninu	能喫能睡
nins	男唱女隨
ncqj	難辭其咎
niwd	內查外調
niwh	你唱我和
niwm	泥車瓦馬
ncxx	拿粗挾細
niyy	霓裳羽衣
nizz	逆臣賊子
ndbh	那倒不會
ndbu	那倒不是
ndiu	拿得出手
nddh	男大當婚
nddj	女大當嫁
nddq	男大當娶
nddv	拿刀動杖
ndfd	泥多佛大
ndgc	鳥得弓藏
ndge	南丁格爾
ndgj	牛刀割雞
ndgz	腦袋瓜子
ndhj	年登花甲
ndht	難得糊塗
ndjy	年代久遠
ndkt	南達科他
ndli	逆道亂常
ndni	男盜女娼
ndnl	女大難留
ndnx	難弟難兄
ndnv	拿刀弄杖
ndpj	牛鼎烹雞
ndrl	那當然了
nduj	那段時間
ndvy	拿定主意
ndwv	你奪我爭
