he	他\t氦
peridot	橄欖石
perigee	近地點
perihelion	近日點
peril	危險
perilla	紫蘇
perilous	危險的
perilously	危險地
perils	危險
perilune	近月點
perimeter	周長
perineal	會陰的
perineum	會陰
period	時期
periodic	週期性的
periodical	期刊
periodically	定期地
periodicals	期刊
periodicity	週期性
periodization	分期
periodontal	牙周的
periods	時期
peripatetic	遊歷的
peripheral	外圍的
peripherally	外圍地
peripherals	外圍設備
peripheries	外圍
periphery	外圍
periphrasis	迂迴說法
perique	佩裏克
periscope	潛望鏡
perish	死亡
perishable	易腐的
perishables	易腐品
perished	死亡
perisher	亡者
perishers	亡者
perishes	消亡
perishing	瀕死
peristalsis	蠕動
peristaltic	蠕動的
peristome	口圍
peristyle	柱廊
peritoneal	腹膜的
peritonitis	腹膜炎
periwig	假髮
periwinkle	長春花
perjure	作僞證
perjured	作僞證的
perjurer	僞證者
perjury	僞證
perk	振作
perkins	珀金斯
perky	活潑的
perl	珀爾
perle	珀爾
perm	燙髮
permafrost	永凍土
permalink	永久鏈接
permalloy	坡莫合金
permanence	永久
permanent	永久的
permanently	永久地
permanganate	高錳酸鹽
permeability	滲透性
permeable	可滲透
permeate	滲透
permeated	滲透的
permeates	滲透
permeating	滲透中
permeation	滲透
permian	二疊紀
permineralization	礦化
permissibility	可允許性
permissible	允許的
permissibly	可允許地
permission	許可
permissions	許可
permissive	放任的
permissively	放任地
permit	允許
permits	允許
permitted	允許的
permitting	允許中
permutation	排列
permutations	排列
permute	排列
permuted	排列的
permutes	排列
permuting	排列中
pernicious	有害的
pernod	潘諾酒
peroration	結語
perorator	演說者
peroxide	過氧化物
perpend	深思
perpendicular	垂直
perpendicularity	垂直性
perpendicularly	垂直地
perpendiculars	垂直線
perpetrate	犯
perpetrated	已犯
perpetrates	犯
perpetrating	犯
perpetration	犯罪
perpetrations	罪行
perpetrator	犯罪者
perpetrators	犯罪者
perpetual	永久的
perpetually	永久地
perpetuate	使永存
perpetuated	已使永存
perpetuates	使永存
perpetuating	使永存
perpetuation	永存
perpetuity	永久
perplex	困惑
perplexed	困惑的
perplexing	令人困惑的
perplexities	困惑
perplexity	困惑
perquisite	額外津貼
perry	佩裏
persecute	迫害
persecuted	受迫害的
persecutes	迫害
persecuting	迫害
persecution	迫害
persecutor	迫害者
persecutors	迫害者
perseid	英仙座流星
persephone	珀耳塞福涅
perseus	珀耳修斯
perseverance	毅力
persevere	堅持
persevered	堅持
perseveres	堅持
persevering	堅持
pershing	潘興
persia	波斯
persian	波斯的
persianization	波斯化
persianizations	波斯化
persianize	波斯化
persianizes	波斯化
persians	波斯人
persiflage	戲謔
persimmon	柿子
persist	堅持
persisted	堅持
persistence	堅持
persistent	堅持的
persistently	堅持地
persister	堅持者
persisting	堅持
persistron	持久子
persists	堅持
persnickety	挑剔
person	人
personable	有風度
personage	要人
personages	要人
personal	個人
personalised	個性化
personalism	人格主義
personalities	個性
personality	個性
personalization	個性化
personalize	個性化
personalized	個性化
personalizes	個性化
personalizing	個性化
personally	親自
personals	個人廣告
personalty	動產
personate	扮演
personation	扮演
personator	扮演者
personification	擬人
personified	擬人化
personifies	擬人化
personify	擬人化
personifying	擬人化
personnel	人員
persons	人
perspective	視角
perspectives	視角
perspicacious	敏銳
perspicacity	洞察力
perspicuity	清晰
perspicuous	清晰
perspicuously	清晰地
perspiration	汗水
perspire	出汗
persuadable	易說服
persuade	說服
persuaded	被說服
persuader	說服者
persuaders	說服者
persuades	說服
persuading	說服中
persuasion	說服
persuasions	說服
persuasive	有說服力
persuasively	有說服力地
persuasiveness	說服力
pert	無禮
pertain	關於
pertained	關於過
pertaining	關於中
pertains	關於
perth	珀斯
pertinacious	固執
pertinacity	固執
pertinence	相關
pertinency	相關
pertinent	相關
pertly	冒失
pertness	冒失
perturb	擾亂
perturbation	擾亂
perturbations	擾亂
perturbed	不安
peru	祕魯
peruke	假髮
perusal	閱讀
peruse	閱讀
perused	閱讀
peruser	讀者
perusers	讀者
peruses	閱讀
perusing	閱讀
peruvian	祕魯的
peruvianize	祕魯化
peruvianizes	祕魯化
peruvians	祕魯人
pervade	瀰漫
pervaded	瀰漫
pervades	瀰漫
pervading	瀰漫
pervasion	瀰漫
pervasive	瀰漫的
pervasively	瀰漫地
perveance	導流係數
perverse	反常
perversion	變態
perversity	乖戾
pervert	變態者
perverted	變態的
perverts	變態者
pervious	可滲透的
peseta	比塞塔
pesky	煩人的
peso	比索
pesos	比索
pessimism	悲觀主義
pessimist	悲觀者
pessimistic	悲觀的
pest	害蟲
pester	糾纏
pesthole	疫源地
pesticidal	殺蟲的
pesticide	殺蟲劑
pesticides	殺蟲劑
pestiferous	傳播疾病的
pestilence	瘟疫
pestilent	有害的
pestilential	引起瘟疫的
pestle	研杵
pests	害蟲
pet	寵物
petal	花瓣
petalled	有花瓣的
petals	花瓣
petard	炸藥包
pete	皮特
peter	彼得
peterborough	彼得伯勒
peters	彼得斯
petersburg	彼得堡
petersen	彼得森
peterson	彼得森
petiolate	有柄的
petiole	葉柄
petit	小的
petite	嬌小的
petition	請願
petitioned	請願了
petitioner	請願者
petitioning	請願中
petitions	請願書
petkiewicz	佩特凱維奇
petname	暱稱
petrel	海燕
petri	培養皿
petrifaction	石化
petrified	石化的
petrify	使石化
petrochemical	石油化學
petrochemistry	石油化學
petrograph	岩石圖
petrography	巖相學
petrol	汽油
petrolatum	凡士林
petroleum	石油
petrologist	岩石學家
petrology	岩石學
petrosal	巖骨的
petrous	岩石的
pets	寵物
petted	撫摸過
petter	撫摸者
petters	撫摸者
pettibone	佩蒂伯恩
petticoat	襯裙
petticoats	襯裙
pettifog	詭辯
pettifogger	訟棍
pettifoggery	詭辯術
pettifogging	瑣碎的
pettily	小氣地
pettiness	瑣碎
petting	愛撫
pettish	易怒的
petty	瑣碎的
petulance	暴躁
petulant	暴躁的
peugeot	標緻
pew	教堂長椅
pewaukee	皮沃基
pewee	美洲小鶲
pews	教堂長椅
pewter	白鑞
pfennig	芬尼
pfizer	輝瑞
phaedra	菲德拉
phagocyte	吞噬細胞
phagocytosis	吞噬作用
phalange	指骨
phalanx	方陣
phalarope	瓣蹼鷸
phallic	陰莖的
phallus	陰莖
phantasm	幻象
phantasmagoria	變幻景象
phantasmagoric	變幻的
phantastran	幻影管
phantastron	幻影管
phantom	幽靈
phantoms	幽靈
pharaoh	法老
pharisaism	法利賽主義
pharmaceutic	製藥的
pharmaceutical	製藥的
pharmaceuticals	藥品
pharmaceutics	製藥學
pharmaceutist	藥劑師
pharmacies	藥店
pharmacist	藥劑師
pharmacists	藥劑師
pharmacological	藥理學的
pharmacologist	藥理學家
pharmacology	藥理學
pharmacopoeia	藥典
pharmacy	藥房
pharos	燈塔
pharyngitis	咽炎
pharynx	咽
phase	階段
phased	分階段的
phaser	移相器
phasers	移相器
phases	階段
phasic	階段的
phasing	分階段
phat	酷
phd	博士
pheasant	雉雞
pheasants	雉雞
phelps	菲爾普斯
phenol	苯酚
phenolic	酚醛的
phenolise	酚化
phenolize	酚化
phenolphthalein	酚酞
phenomena	現象
phenomenal	非凡的
phenomenally	非凡地
phenomenological	現象學的
phenomenologically	現象學地
phenomenologies	現象學
phenomenology	現象學
phenomenon	現象
phenotype	表型
phentermine	芬特明
phenyl	苯基
phenylalanine	苯丙氨酸
pheromone	信息素
phew	呼
phi	斐
phigros	菲格羅斯
phil	菲爾
philadelphia	費城
philander	調情
philanthropic	慈善的
philanthropist	慈善家
philanthropy	慈善
philatelic	集郵的
philatelist	集郵者
philately	集郵
philco	菲爾科
philharmonic	愛樂
philip	菲利普
philippe	菲利普
philippi	腓立比
philippians	腓立比書
philippine	菲律賓的
philippines	菲律賓
philips	飛利浦
philistine	非利士人
philistines	非利士人
philistinize	使庸俗化
philistinizes	使庸俗化
phillies	費城人隊
phillip	菲利普
phillips	菲利普斯
philly	費城
philobiblic	愛書的
philodendron	喜林芋
philological	語言學的
philologist	語言學家
philology	語言學
philoprogenitive	愛子女的
philosopher	哲學家
philosophers	哲學家
philosophic	哲學的
philosophical	哲學的
philosophically	哲學上
philosophies	哲學
philosophise	哲學思考
philosophize	哲學思考
philosophized	哲學思考
philosophizer	哲學家
philosophizers	哲學家
philosophizes	哲學思考
philosophizing	哲學思考
philosophy	哲學
philotechnical	愛工藝的
philtre	春藥
phipps	菲普斯
phishing	釣魚
phiz	臉
phlebitis	靜脈炎
phlebotomy	放血
phlegm	痰
phlegmatic	冷靜
phlegmatical	冷靜
phlegmon	蜂窩織炎
phlegmy	多痰
phloem	韌皮部
phlorizin	根皮苷
phlox	福祿考
phobia	恐懼症
phobic	恐懼的
phobos	火衛一
phoebe	菲比
phoenicia	腓尼基
phoenician	腓尼基人
phoenix	鳳凰
phon	方
phonate	發聲
phone	電話
phoned	打過電話
phonematic	音位的
phoneme	音位
phonemes	音位
phonemic	音位的
phones	電話
phonetic	語音的
phonetically	語音上
phonetician	語音學家
phonetics	語音學
phonevision	電話電視
phoney	假的
phoneys	假貨
phonic	聲音的
phonier	更假
phonies	假貨
phoniest	最假
phonily	虛假地
phoniness	虛假
phoning	打電話
phono	留聲機
phonogram	音標
phonograph	留聲機
phonographic	留聲的
phonographs	留聲機
phonography	表音文字
phonolite	響巖
phonologist	音韻學家
phonology	音韻學
phonon	聲子
phony	假的
phooey	呸
phosgene	光氣
phosphate	磷酸鹽
phosphates	磷酸鹽
phosphatic	含磷的
phosphor	磷光體
phosphorescence	磷光
phosphorescent	磷光
phosphoric	磷的
phosphorism	磷中毒
phosphorous	磷的
phosphors	磷光體
phosphorus	磷
phosphorusp	磷p
phosphorylation	磷酸化
photic	光的
photo	照片
photobiotic	光生的
photocathode	光電陰極
photochemical	光化學的
photochemistry	光化學
photochromy	彩色照相
photochronograph	攝影計時器
photocomposition	照相排版
photocopied	複印的
photocopier	複印機
photocopiers	複印機
photocopies	複印件
photocopy	複印件
photocopying	複印
photodesk	照片臺
photodiode	光電二極管
photodiodes	光電二極管
photodissociation	光解離
photoelectric	光電的
photoelectricity	光電
photoelectron	光電子
photoemission	光發射
photoemissive	光發射的
photoengraving	照相製版
photoflash	閃光燈
photogene	光基因
photogenic	上鏡的
photogrammetry	攝影測量
photograph	照片
photographed	已拍攝
photographer	攝影師
photographers	攝影師
photographic	攝影的
photographical	攝影的
photographing	拍攝中
photographs	照片
photography	攝影術
photogravure	照相凹版
photoionization	光離子化
photojournalism	新聞攝影
photokinesis	光動性
photoluminescence	光致發光
photomap	影像地圖
photomechanical	照相製版的
photometer	光度計
photometric	光度學的
photometry	光度學
photomural	壁畫照片
photon	光子
photonegative	光負性的
photons	光子
photophase	光期
photophobia	畏光
photophone	光電話
photoplay	電影
photoresist	光刻膠
photos	照片
photosensitive	光敏的
photosensitivity	光敏性
photoshop	修圖
photosphere	光球層
photostat	影印
photosynthesis	光合作用
phototelegraph	傳真電報
phototherapy	光療
phototransistor	光敏晶體管
phototropism	向光性
phototypesetter	照排機
phototypesetters	照排機
photovoltaic	光伏的
photozincography	照相鋅版
hypertext preprocessor	超文本預處理器
phrasal	短語的
phrase	短語
phrased	措辭
phraseology	措辭學
phrases	短語
phrasing	措辭
phrasings	措辭
phreatic	潛水的
phrenetic	狂熱的
phrenic	膈的
phrenological	顱相學的
phrenologist	顱相學家
phrenology	顱相學
phrygia	弗裏吉亞
phuket	普吉島
phycology	藻類學
phycomycete	藻菌
phyla	門類
phylactery	經文匣
phyle	部落
phyllis	菲利斯
phylogeny	系統發育
phylum	門類
physic	藥物
physical	身體的
physically	身體上
physicalness	身體性
physicals	體檢
physician	醫生
physicians	醫生
physicist	物理學家
physicists	物理學家
physics	物理學
physiocrat	重農主義者
physiognomical	面相的
physiognomist	相士
physiognomy	面相
physiographer	地貌學家
physiography	地貌學
physiol	生理
physiological	生理的
physiologically	生理上
physiologist	生理學家
physiology	生理學
physiopathology	病理生理學
physiotherapist	理療師
physiotherapy	理療
physique	體格
phytohormone	植物激素
phytoplankton	浮游植物
phytoremediation	植物修復
pi	圓周率
piacular	贖罪的
piamater	軟腦膜
pianist	鋼琴家
piano	鋼琴
pianola	自動鋼琴
pianos	鋼琴
piazza	廣場
pibroch	風笛曲
pic	圖片
pica	異食癖
picador	鬥牛士
picaresque	流浪漢的
picaroon	海盜
picas	派卡
picasso	畢加索
picatext	皮卡特
picayune	瑣碎的
piccadilly	皮卡迪利
piccalilli	酸辣醬
piccolo	短笛
pichunter	皮克亨特
pick	挑選
pickaback	背馱
pickaninny	小黑孩
pickaxe	鎬
picked	精選的
picker	採摘者
pickerel	梭魚
pickering	皮克林
pickers	採摘者
picket	糾察
picketed	設置糾察
picketer	糾察員
picketers	糾察員
picketing	設置糾察
pickets	糾察線
pickett	皮克特
pickford	皮克福德
picking	採摘
pickings	收穫
pickle	泡菜
pickled	醃製的
pickles	泡菜
pickling	醃製
picklock	撬鎖工具
pickman	皮克曼
pickpocket	扒手
picks	挑選
pickup	拾取
pickup artists	搭訕藝術家
pickups	拾取
pickwick	匹克威克
picky	挑剔
picnic	野餐
picnicked	野餐了
picnicker	野餐者
picnicking	野餐中
picnicky	野餐的
picnics	野餐
pico	皮可
picofarad	皮法
picojoule	皮焦
picosecond	皮秒
picot	花邊
picowatt	皮瓦
pict	皮克特人
pictograph	象形文字
pictographic	象形的
pictorial	圖畫的
pictorially	圖畫地
picture	圖片
pictured	描繪了
pictures	圖片
picturesque	如畫的
picturesqueness	如畫
pictureview	圖片查看
picturing	描繪
picturise	描繪
picturize	描繪
picul	擔
piddle	閒混
piddling	瑣碎的
pidgin	洋涇浜
pie	餡餅
piebald	花斑的
piece	塊
pieced	拼接的
piecemeal	零碎的
pieces	塊
piecewise	分段的
piecework	計件工作
pieceworker	計件工
piecing	拼接
piecrust	餡餅皮
pied	雜色的
piedfort	加厚幣
piedmont	皮埃蒙特
pied piper	吹笛人
pieman	餡餅販
pieplant	大黃
pier	碼頭
pierage	碼頭費
pierce	刺穿
pierced	刺穿
piercer	穿孔者
pierces	刺穿
piercing	刺穿
pierre	皮埃爾
pierrot	小丑
piers	碼頭
pierson	皮爾遜
pies	餡餅
pietism	虔信主義
pietist	虔信者
piety	虔誠
piezodielectric	壓電介質
piezoelectric	壓電的
piezoelectricity	壓電性
piezometer	壓力計
piffle	廢話
piffling	瑣碎的
pig	豬
pigeon	鴿子
pigeonhole	分類格
pigeons	鴿子
pigfish	豬魚
piggery	養豬場
piggin	小桶
piggish	貪婪的
piggy	小豬
piggyback	揹負
piggybacked	揹負
piggybacking	揹負
piggybacks	搭便車
pigheaded	固執的
pigment	顏料
pigmentation	色素沉着
pigmented	有色的
pigments	顏料
pignut	山核桃
pigpen	豬圈
pigs	豬
pigskin	豬皮
pigstick	獵野豬
pigsty	豬圈
pigtail	辮子
pigweed	藜
pika	鼠兔
pikachu	皮卡丘
pike	長矛
pikeman	長矛兵
piker	小氣鬼
pikes	長矛
pikestaff	長矛柄
pikpak	皮卡盤
pilaf	抓飯
pilaster	壁柱
pilate	彼拉多
pilates	普拉提
pilatory	脫毛劑
pilchard	沙丁魚
pile	堆
piled	堆積的
pilers	鉗子
piles	堆
pileup	連環撞
pileus	菌蓋
pilfer	偷竊
pilferage	偷竊行爲
pilferer	小偷
pilgrim	朝聖者
pilgrimage	朝聖
pilgrimages	朝聖
pilgrims	朝聖者
piling	打樁
pilings	樁基
pill	藥丸
pillage	掠奪
pillaged	被掠奪的
pillar	柱子
pillared	有柱的
pillars	支柱
pillbox	碉堡
pillion	後座
pilliwinks	刑具
pillory	示衆
pillow	枕頭
pillows	枕頭
pillowy	柔軟的
pills	藥丸
pillsbury	皮爾斯伯裏
pilose	多毛的
pilot	飛行員
pilotage	領航
pilothouse	駕駛室
piloting	駕駛
pilotless	無人駕駛
pilots	飛行員
pilsener	皮爾森啤酒
pilular	丸狀的
pily	絨毛的
pimiento	甜椒
pimp	皮條客
pimpernel	海綠
pimping	拉皮條
pimple	粉刺
pimples	粉刺
pin	別針
pinafore	圍裙
pinaster	海岸松
pinball	彈球
pinboard	軟木板
pincers	鉗子
pinch	捏
pinchbeck	冒牌貨
pinchcock	夾鉗
pinched	拮据的
pinchers	鉗子
pinches	捏
pinching	捏
pinchpenny	吝嗇鬼
pincushion	針墊
pine	松樹
pineal	松果體
pineapple	菠蘿
pineapples	菠蘿
pinecone	松果
pined	渴望
pinehurst	松林
pinery	松林
pines	松樹
pinetum	松園
pinfeather	羽管
pinfold	圍欄
ping	乒
pinger	聲源
pingo	冰丘
pingwest	品玩
pinhead	針頭
pinhole	針孔
pinholes	針孔
pining	渴望
pinion	羽翼
pink	粉色
pinker	更粉
pinkest	最粉
pinkeye	紅眼
pinkie	小指
pinkies	小指
pinkish	淡粉
pinkly	粉紅
pinkness	粉紅
pinks	粉紅
pinky	小指
pinna	耳廓
pinnace	小艇
pinnacle	頂峯
pinnacled	尖頂的
pinnacles	尖頂
pinned	釘住
pinner	別針
pinning	釘住
pinnings	別針
pinniped	鰭足類
pinny	圍裙
pinocchio	匹諾曹
pinochle	皮納克爾
pinon	矮松
pinouts	引腳
pinpoint	精確定位
pinpointing	精確定位
pinpoints	精確定位
pinprick	針刺
pins	別針
pinscher	賓莎犬
pinsky	平斯基
pinstripe	細條紋
pint	品脫
pinta	品他病
pintail	針尾鴨
pinto	花斑馬
pints	品脫
pinup	招貼畫
pinwheel	風車
pinworm	蟯蟲
piny	松樹般的
pion	π介子
pioneer	先驅
